rep,k,n_folds,auc_mean,auc_se,ap_mean,ap_se,logloss_mean,logloss_se,brier_mean,brier_se,bss_mean,bss_se
tfidf_svd1024,5,100,0.9863553843160018,0.0005087449776217028,0.8785678081009132,0.0025026965411348604,0.05842640459067426,0.0006634162950566533,0.014622481743939597,0.0001864162429601669,0.6826815631318885,0.004079304347955011
tfidf_svd1024,10,100,0.9892441228001095,0.0004152645422176225,0.8994963739400466,0.002209505726293479,0.05208783730783825,0.0006232363350119668,0.01312717803993158,0.00017228601498165617,0.7151298097707819,0.0037691829525431124
tfidf_svd1024,20,100,0.9908036114715689,0.0003138810837049112,0.9106296345662852,0.0020141992025725923,0.04822178675072,0.0006018654166431137,0.012094093185936126,0.00016841134820900176,0.7375541819959182,0.0036759532163265067
tfidf_svd1024,50,100,0.991760402137933,0.0003088531100201778,0.9208597402663937,0.0018584305912967575,0.04457299819770148,0.0005881163997062567,0.011129867546831027,0.0001684345930989346,0.7584807800633321,0.0036722344280266453
tfidf_svd1024,100,100,0.9922238308182527,0.0003088288432234251,0.9279672593811444,0.001670438106515249,0.0420164710443505,0.0005474803449828891,0.010466590863264999,0.00016299864943687643,0.7728773415990845,0.003550535456351397
