rep,k,n_folds,auc_mean,auc_se,ap_mean,ap_se,logloss_mean,logloss_se,brier_mean,brier_se,bss_mean,bss_se
none,,100,0.925855524590482,0.0016568557705992591,0.641750086093922,0.004781053011493593,0.1423902441247996,0.0030959909020621852,0.026547736041763335,0.00032170633134578967,0.42399942371842136,0.006937766961173414
